web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582055829-1226","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Mister L","12 Monate gut, dann nicht mehr....","7. Mai 2019","Nach ca. 12 Monaten ließ die Akkuleistung merklich nach: Akzeptable Drehzahl nur bei voller Ladung, nach ca. 3 Tagen leer.
Trotz Befolgen der Anleitung zum Erhalt der Akkuleistung: Regelmäßiges Entladen und dann wieder voll Aufladen.
Habe nun das Modell 750 gekauft und auch festgestellt, dass das Modell 600 mechanisch auch ""ausgelutscht"" war - rasselnd, vibrierend.
Ein elektrisches Produkt muss länger als 1 Jahr halten. Daher leider nur 2 Sterne.
Oral-B - letzte Chance mich zu überzeugen mit dem Modell 750.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews","null"
"1582055866-1341","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Zeiner","Akku nach 17 Monaten tot","18. Februar 2018","Mit der Zahnbürste bin ich schon zufrieden aber jetzt nach nach 17 Monaten Akku tot leider schade eigentlich schaut so aus als wäre ich auch nicht alleine","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055866-1346","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Jörg","Der Motor spinnt nach einem Jahr gebrauch","6. Mai 2018","Die Zahnbürste finde ich gut und funktioniert auch. Leider dreht der Motor nach einem Jahr Gebrauch nicht mehr voll. Kurzzeitig ja, aber dann reduziert er die Leistung dauerhaft.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055826-1219","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Customer","Ladenneuer Schrott. Finger weg!","5. September 2019","Die Putzwirkung ist im Vergleich mit dem letzten Lidl-Angebot zu 15 Talern unter aller Kanone.
Hinzu kommt ein lächerlicher Akku der sogar schon nach einer Woche nichtnutzung  Unterspannung/leer anmahnt.
Schade, 25 Euro rausgeworfenes Geld...eine Zahnbürste schicke zumindest ICH nicht zurück.
Die 30-Tage-Geld-zurück Aktion ist ein Witz: Man muss sämtliche Daten mitsamt Werbeeinwilligung an einen amerikanischen Konzern geben, ewig warten und die Versandkosten gibt's auch nicht zurück.","1,0 von 5 Sternen","","","null"
"1582055885-1404","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","tinaliebt","Gerät könnte leiser sein","22. August 2016","Im Zuge der heutigen Technik würde ich es schön finden wenn ich auch Nachts noch meine Zähne elektrisch reinigen könnte ohne meine Familie aufzuwecken. Zahnbürste ist aber ok!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055902-1469","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Ranitzki","Der Akku....","16. Juni 2017","Die Putzleistung ist schon ordentlich. Aber der Akku verdient seinen Namen nicht. Reicht gerade mal für 1-2 x Zähne putzen, dann kann man ihn wieder 1 Tag lang aufladen. Sorry, aber für sowas ist mir der Strom zu schade.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582055902-1462","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Oral-B Pro 600","12. August 2017","Der Motor der Zahnbürsten hat Aussetzer. Da wir 2 Tage später in Urlaub gefahren sind, hatte ich nicht die Möglichkeit die beiden Zahnbürsten
zurückzuschicken.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582055905-1473","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","simone mellone","Susanne Schneider","16. Februar 2017","Habe über eine Freundin die Zahnbürste bestellt, sie ist total laut und brummt. Wollte sie zurück schicken, würde aus Hygiene gründen nicht gehen. Finger weg","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=critical&pageNumber=27&reviewerType=all_reviews","null"
"1582055860-1326","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","HB","wie meine vorherige","12. November 2017","es hat sich nichts geändert. je länger man sie hat desto schneller muss man sie aufladen, bis sie nachherihren geist aufgibt. schade, was wäre, wenn man akkus oder batterien dafür bereit stellte?","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews","null"
"1582055866-1342","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Customer","Bad quality","16. September 2018","Not even 2 months of use and the  toothbrush charge does not hold.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055876-1377","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","M. Koch","Vibriert ganz schön doll","13. Juli 2017","Wir hatten den gleichen Typ, aber alle paar Jahre macht der nicht tauschbare Akku schlapp. Wenn man den Akku tauschen könnte, dann würde ich 5 Sterne geben. Für den produzierten Elektroschrott einer bis auf den Akku voll funktionstüchtigen Zahnbürste ziehe ich drei Punkte ab. Man stelle sich vor, die Automobilhersteller würden ihre Batterien nicht tauschbar einbauen. Das würde doch keiner akzeptieren.

An der Putzleistung gibt es aber nix zu mäkeln - nur an der Umweltsauerei.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=critical&pageNumber=17&reviewerType=all_reviews","null"
"1582055888-1417","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Customer","Geplante Laufzeit von ca. 2 Jahren durch NiMH Akku","23. Juli 2017","Am Anfang erreicht die Zahnbürste durchaus die beworbene Laufzeit. Bis zu einer Woche kann man sie nutzen, ohne dass sie beim Putzen zu wenig Leistung hat.
Nach 2 Jahren Nutzungszeit jedoch erreicht die veraltete NiMH Akku-Technologie schon seinen Endpunkt.
Die Zahnbürste kann gerade noch für einen Putzvorgang verwendet werden, vergisst man sie danach auf die Station zu stellen hat man schon zu wenig Leistung für einen angemessenen Putzvorgang.

Da der Hersteller keine Möglichkeit vorsieht den Akku zu tauschen, kann man die Zahnbürste wegwerfen und sich eine neue kaufen.
Für rund 25€ mag dies keine riesige Investition sein, doch werden auf die Menge der Zahnbürsten dadurch einfach mal wieder Unmengen an völlig unnötigem Elektroschrott produziert - nur weil hier ein minderwertiges Bauteil verbaut wird.

Mit recht genau 2 Jahren Nutzungszeit (ein Zufall? ein Schelm wer hier böses denkt..) finde ich die Zeit einfach etwas zu kurz bemessen um schon die ganze Zahnbürste wegzuwerfen.
Auch ein Bekannter machte die selbe Erfahrung. Er erzählte, dass er die Zahnbürste nach recht genau 2 Jahren durch ein neues Modell ersetzen musste - aufgrund des Akkus.

Alles in allem recht enttäuschend was Braun hier abliefert.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055873-1360","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Dibold Rolalnd","Akku defekt","16. Mai 2019","Akku ging kaputt, bin sehr enttäuscht über das Produkt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055836-1256","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","tranquillo","eine von zwein hat schnell schlapp gemacht","18. April 2019","Ich hatte 2 gekauft und die waren bei uns sofort auch morgens und Abends im Einsatz. Die eine läuft heute noch ganz ok aber die andere hat bereits nach 3-4 Monaten den Geist aufgegeben. Die Akkuleistung hat relativ schnell nachgelassen. Ist wahrscheinlich mit dem Preis eher ein Einsteigermodell.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055854-1300","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","cinfo","Schrott Zahnbürste","15. November 2019","es ging nach relativer kurzer Zeit kaputt, man muss es auch relativ oft aufladen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582055836-1259","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Jonas T.","Procter & Gamble macht von Kinderarbeit Gebrauch?","16. August 2019","Leider habe ich erst nach dem Kauf erfahren, dass das Unternehmen hinter Oral-B (Procter & Gamble) laut Amnesty International höchstwahrscheinlich in Asien von Kinderarbeit und Zwangsarbeit Gebrauch macht. Solch menschenrechtswidrig handelnde Unternehmen gehören verboten bzw. von Verbrauchern boykottiert!
Zudem produziert man beim Nutzen dieser Zahnbürste sehr viel umweltschädlichen Plastikmüll, da man immer wieder neue Aufsätze kaufen muss.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055866-1349","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","entspricht nicht den Erwartungen","29. April 2019","entspricht nicht den Erwartungen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055885-1402","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","heisucki","Keine 2 Monate in Betrieb und schon defekt....","5. Dezember 2016","Seit Freitag den 03.12.2016 kaputt/ defekt... Mal sehen wie das mit dem Umtausch/Rückgabe läuft... Ist infach nervig, gerade vor Weihnachten","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055885-1403","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Christian Wölk","Ladestation nach 3 Monaten defekt","3. September 2018","Hallo, die Zahnbürste läd nicht mehr. An wen kann ich mich wenden, damit mir das defekte Gerät ersetzt wird?","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055890-1422","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","T. Pfaffenbrot","vibriert sehr stark","3. Dezember 2017","Sehr starke Vibrationen der Handteils, die über die Bürste auch auf die Zähne übertragen werden. Ich empfinde das als sehr unangenehm.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582055879-1387","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","AYsf","Ansonsten ok","31. Dezember 2017","Die Batterie geht leider zu schnell leer und es braucht echt lange bis es aufgeladen wird, ich habe mehr power erwartet","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055841-1272","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Sehr schwacher Akku","3. März 2018","Die Zahnbürse ist ansich o.k. aber die Leistung des Akkus lässt zu wünschen übrig.
Nach 3 mal putzen muss der Akku neu geladen werden","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582055838-1262","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Akku defekt","5. November 2018","Ich hab mir die Zahnbürste erst vor fünf Wochen  gekauft und kann sie nicht mehr benutzen, da sie nicht mehr aufgeladen wird.
Hat einen Akkufehler.
Hab vor einem Jahr die gleiche gehabt, die gleiche Geschichte, hat länger funktioniert. Aber trotzdem schade, man erwartet eine längere „Lebensdauer“","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582055826-1212","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Friedapopida","Leider enttäuschend","24. März 2018","Leider kam die Zahnbürste schon mit vollständig entladenem Akku an. Der erste Ladevorgang hat dann auch länger als die versprochenen (und eh schon sehr langen) 22 Stunden gedauert. Die ersten Putzergebnisse waren gut und die Zähne fühlten sich sehr sauber an, dafür gibt es auch die zwei Sterne. Leider ließ die Leistung aber bereits nach dem circa vierten Zähneputzen nach. Die versprochenen 7 Tage hielt die Zahnbürste auch nicht wirklich durch (da die Leistung in den letzten Tagen deutlich abnahm). Zudem ist mir nun auch Rost an der Spitze aufgefallen. Und das nach nur einer Woche Benutzung! Was für den ein oder anderen vielleicht auch noch interessant ist: Diese Zahnbürste ist sehr laut! Nicht zu vergleichen mit meiner alten (und leider defekten) elektrischen Zahnbürste einer anderen Marke. Ich bin insgesamt sehr unzufrieden und werde die Zahnbürste zurückschicken.","2,0 von 5 Sternen","","","null"
"1582055899-1456","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Choco","Keine Kaufempfehlung","26. April 2017","Bin leider total enttäuscht hatte da schon etwas mehr erwartet..da war meine ""alte"" elektrische Bürste sogar um einiges besser. Werde mich nach anderen Marken umschauen. Braun ist auch nicht mehr das was es einmal war!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582055841-1274","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","RedRose","Total schlecht!!! Nicht kaufen!!","20. August 2018","Total enttäuscht, nach Nichteinmal 1,5 Jahren ist sie schon kaputt. Fühle mich total verarscht!
Da denkt man, man kauft ein gutes Markenprodukt und dann sowas! Werde nie nie wieder eine Oral B kaufen! Frechheit","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582055882-1398","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Kevin scholz","Sehr schlechter akuu","22. Dezember 2017","Ich putze mir 3 mal die Zähne da kann man die Zahnbürste wieder aufladen hab auch noch ein älteres Modell wo die akuuleistung deutlich besser ist hätt mir was vorgestellt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582055838-1265","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","cherry","Nicht wirklich hygenisch","31. Mai 2019","Gerät hat des öfteren Aussetzer. Nach dem abspühlen der Bürste sammelt sich ekliger Belag auf der akkuladestation, man muss die täglich saubermachen. Mischung von Wasser und Zahnpasta, aber gräulich.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582055899-1455","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Dipl.-Ing. (TH Darmstadt)","Wenig überzeugend - Foto ansehen, bitte","29. Januar 2017","Die Oral-B Elektrische Zahnbürste Pro 600 wurde, das ist positiv, pünktlich geliefert. Das Ding funktioniert auch. Meine Begeisterung hält sich in engen Grenzen:

a) wo ist das Transportgefäß (milchig-weiße Verpackung), um hygienisch gut das Ding mitzunehmen?
b) trotzdem, dass das Ding geladen ist (es steht laufend auf dem Induktions- Ladegerät), blinkt die Ladelampe laufend. Was soll das?

Ich hatte mir  die Oral-B Pulsonic gekauft, da war das Blinken der Ladelampe überhaupt nicht. Warum konstruiert Braun ein Induktions- Ladegerät für jeweils einen Typ Zahnbürste?

Heute ist es passiert (siehe Foto).

Ich konnte es wieder selber reparieren, bin schlißlich auch Techniker. Was war die Ursache? Der Stift der Induktions- Ladestation ist nicht kreisrund. Da ich die Zahnbürste hart in den Stift eingeführt hatte (vielleicht Qualitätsprobleme), konnte ich die Bürste nicht mehr einfach herausnehmen. Ich versuchte die Bürste drehend herauszunehmen, so dass sich Bürste und Induktionsstift trennen würde. Dabei ist der Mechanismus offen gegangen (siehe Foto). Man muss nun die Bodenplatte gegen den inneren Federwiderstand gerade reindrücken und dann den nicht konzentrischen Deckel verdrehen = Schließmechanismus.

Schleißlich habe ich den Stift der Induktions- Ladestation leicht eingefettet, so dass die Zahnbürste sehr leicht auf den Stift glitt und auch leicht wieder entnehmbar ist.

Ich habe entgegen ersten aufgebrachten Gedanken beschlossen, das Teil nicht zurückzuschicken. Ich kann mir aber vorstellen, dass Käufer die Pro 600 bemängeln und Umtausch fordern.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582055902-1460","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Jenny B.","damit weckt man ja die Nachbarn auf....","22. September 2015","Dieses Produkt ist viel zu laut und die Borsten auf den Bürsten sind total hart.

Ich hab mir dann schon neue Bürstenköpfe gekauft, weil ich gehofft habe das es dann besser wird,
allerdings hat das nicht viel gebracht.

Ich benutz es kaum noch - damit weckt man ja die Nachbarn auf....","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582055873-1368","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","TheKritiker","Gute Preis - Leistung bei der Pro 600 Cross Action","12. Januar 2017","Da der Kauf jetzt über ein halbes Jahr her ist, wird es Zeit für eine Bewertung.
Auf Grund der negativen Bewertungen Anderer wollte ich zuerst einmal abwarten bevor ich eine positive Bewertung abgebe.

Die Zahnbürste ist seit März 2016 zweimal die Woche im Einsatz.
Der Akku hält bis jetzt exakt wie vom Hersteller angegeben, allerdings ist das etwas wenig - da zumindest ich mehr als 2 Minuten die Zähne putze. Der Akku benötigt über 10 Stunden zum vollständigen Aufladen was beim heutigen Stand der Technik etwas lange ist.

Direkt nach dem Aufladen hat die Zahnbürste deutlich mehr Power und dreht etwas schneller als bei den nachfolgenden Anwendungen.
Die Leistung scheint dann bis zum Ende gleichbleibend zu sein, was im Vergleich zu den älteren Modellen aber auch eine notwendige Verbesserung ist.

Der mitgelieferte Cross Action Bürstenaufsatz gegenüber dem ich zuerst sehr skeptisch gewesen bin reinigt meine Zähne gründlich und angenehm sanft. Da sind ältere Bürstenaufsätze etwas grober zum Zahnfleisch. Die Bürsten der Vorgängermodelle lassen sich zum Glück aber auch weiterhin verwenden.

Der Akku lässt sich nur mit Aufwand austauschen da ein Austausch vom Hersteller nicht vorgesehen ist.
Die Zahnbürste an sich ist im Betrieb recht laut.

Drei Sterne gibt es auch weil Braun das besser machen könnte, lieber würde ich 5 Euro mehr ausgeben um ein optimierteres Produkt zu bekommen; mit neuerer Akkutechnologie, günstigerem Zubehör, länger haltbar und leiser.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055854-1303","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Anders","nerfige 30 sekunden Unterbrechung","19. April 2018","Eigentlich eine gute Bürste, aber die Unterbrechungen im 30 Sekunden Takt nerfen schlichtweg, als das sie Nützen.
(war mir beim kauf allerdings klar, ich wollte das mal ausprobieren)","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
